year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct,spread_pct_real,ref_pct,m_freq,inflation_rate,gdp_growth,unemployment_rate,euribor_ref_pct,log_importe,euribor_sq,tedr_pred_pct
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1993.22,1.495,,19.316,16.296,16.296,1.495,12,1.8,0.07,20.21,1.495,7.598008275428747,2.2350250000000003,4.1490340238856245
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,84819.61,1.42,,2.606,1.155,1.155,1.42,12,1.8,-0.05,20.08,1.42,11.348293834702792,2.0164,4.249563696763504
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11414.62,1.225,,9.251,7.655,7.655,1.225,12,1.8,0.21,19.91,1.225,9.342737871987383,1.5006250000000003,4.0317494055281
2010,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8023684.69,,0.896,2.3326,1.419,1.419,0.8960000000000001,3,1.8,-0.05,20.08,0.896,15.897908436620405,0.8028160000000001,4.249563696763504
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29916.67,1.421,,7.107,5.464,5.464,1.421,12,1.8,-0.05,20.08,1.421,10.3062045547245,2.019241,4.249563696763504
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,336283.73,1.42,,2.606,1.155,1.155,1.42,12,1.8,-0.05,20.08,1.42,12.725713490809882,2.0164,4.249563696763504
2010,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,241423.25,1.225,,2.5823,1.327,1.327,1.225,12,1.8,0.15,19.29,1.225,12.394311038275463,1.5006250000000003,4.082014241967039
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,249679.42,1.225,,2.4512,1.199,1.199,1.225,12,1.8,0.21,19.91,1.225,12.427937059096402,1.5006250000000003,4.0317494055281
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,73018.82,,0.849,3.7807,2.885,2.885,0.849,3,1.8,-0.05,20.08,0.849,11.198486190128529,0.7208009999999999,4.249563696763504
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,309760.8,1.225,,2.4512,1.199,1.199,1.225,12,1.8,0.21,19.91,1.225,12.64355889400388,1.5006250000000003,4.0317494055281
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,392288.71,1.54,,2.6568,1.085,1.085,1.54,12,1.8,0.07,20.21,1.54,12.879755901927556,2.3716,4.1490340238856245
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,41375.43,,0.88,3.7754,2.849,2.849,0.88,3,1.8,-0.05,20.08,0.88,10.630466674015649,0.7744,4.249563696763504
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4394.24,1.42,,19.2937,16.352,16.352,1.42,12,1.8,-0.05,20.08,1.42,8.388277416136875,2.0164,4.249563696763504
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5404.63,1.526,,19.3205,16.269,16.269,1.526,12,1.8,0.07,20.21,1.526,8.595196282022773,2.328676,4.1490340238856245
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,118950.44,,0.896,3.7607,2.819,2.819,0.8960000000000001,3,1.8,-0.05,20.08,0.896,11.686470621584688,0.8028160000000001,4.249563696763504
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,339997.01,1.373,,2.4589,1.059,1.059,1.373,12,1.8,-0.05,20.08,1.373,12.73669504363404,1.885129,4.249563696763504
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,102368.23,,0.849,3.7807,2.885,2.885,0.849,3,1.8,-0.05,20.08,0.849,11.536341458150645,0.7208009999999999,4.249563696763504
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,138058.91,,0.896,3.7607,2.819,2.819,0.8960000000000001,3,1.8,-0.05,20.08,0.896,11.835443000366771,0.8028160000000001,4.249563696763504
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5470.31,1.495,,19.316,16.296,16.296,1.495,12,1.8,0.07,20.21,1.495,8.607273354860327,2.2350250000000003,4.1490340238856245
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,120157.7,,1.022,3.9614,2.888,2.888,1.022,3,1.8,0.07,20.21,1.022,11.696568648031315,1.044484,4.1490340238856245
2010,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,96691.51,1.225,,2.5823,1.327,1.327,1.225,12,1.8,0.15,19.29,1.225,11.479291222391874,1.5006250000000003,4.082014241967039
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,383243.84,1.526,,2.6032,1.047,1.047,1.526,12,1.8,0.07,20.21,1.526,12.856429332846945,2.328676,4.1490340238856245
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,244518.89,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,12.407051934281608,1.517824,4.082014241967039
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,36811.27,,0.998,3.9299,2.882,2.882,0.9979999999999999,3,1.8,0.07,20.21,0.998,10.513586492496666,0.996004,4.1490340238856245
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,250036.05,1.281,,2.3586,1.052,1.052,1.281,12,1.8,0.21,19.91,1.281,12.429364385863849,1.640961,4.0317494055281
2010,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3215855.61,,1.022,2.5807,1.537,1.537,1.022,3,1.8,0.07,20.21,1.022,14.983604321844203,1.044484,4.1490340238856245
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,34451.68,1.249,,9.302,7.678,7.678,1.249,12,1.8,0.21,19.91,1.249,10.447342067320225,1.5600010000000002,4.0317494055281
2010,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,20317.77,1.495,,7.1152,5.398,5.398,1.495,12,1.8,0.07,20.21,1.495,9.91930036836425,2.2350250000000003,4.1490340238856245
2010,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11183.71,1.215,,9.1616,7.583,7.583,1.215,12,1.8,0.15,19.29,1.215,9.322302946006522,1.4762250000000001,4.082014241967039
2010,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27927.34,1.215,,9.1616,7.583,7.583,1.215,12,1.8,0.15,19.29,1.215,10.237397222872898,1.4762250000000001,4.082014241967039
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,282776.38,1.421,,2.5534,1.103,1.103,1.421,12,1.8,-0.05,20.08,1.421,12.552415223949787,2.019241,4.249563696763504
2010,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,238422.42,1.215,,2.511,1.268,1.268,1.215,12,1.8,0.15,19.29,1.215,12.381803447603303,1.4762250000000001,4.082014241967039
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,338932.37,1.54,,2.6568,1.085,1.085,1.54,12,1.8,0.07,20.21,1.54,12.7335588183718,2.3716,4.1490340238856245
2010,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3226806.1,,0.896,2.3326,1.419,1.419,0.8960000000000001,3,1.8,-0.05,20.08,0.896,14.987003692364837,0.8028160000000001,4.249563696763504
2010,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,32298.52,1.232,,10.1531,8.477,8.477,1.232,12,1.8,0.15,19.29,1.232,10.382807648419213,1.517824,4.082014241967039
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,195219.26,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,12.181883738558824,1.517824,4.082014241967039
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,82862.63,,0.998,3.9299,2.882,2.882,0.9979999999999999,3,1.8,0.07,20.21,0.998,11.324951523505993,0.996004,4.1490340238856245
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,8133.48,1.249,,9.302,7.678,7.678,1.249,12,1.8,0.21,19.91,1.249,9.003867096282486,1.5600010000000002,4.0317494055281
2010,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,53912.77,,0.728,3.6476,2.876,2.876,0.728,3,1.8,0.21,19.91,0.728,10.895141197367723,0.529984,4.0317494055281
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15187.9,1.225,,9.7351,8.101,8.101,1.225,12,1.8,0.15,19.29,1.225,9.628320176904449,1.5006250000000003,4.082014241967039
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,32194.19,,0.849,3.7807,2.885,2.885,0.849,3,1.8,-0.05,20.08,0.849,10.379572341492375,0.7208009999999999,4.249563696763504
2010,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,5976.69,1.42,,7.2314,5.582,5.582,1.42,12,1.8,-0.05,20.08,1.42,8.695789484690975,2.0164,4.249563696763504
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,383074.59,1.54,,2.6568,1.085,1.085,1.54,12,1.8,0.07,20.21,1.54,12.855987611613566,2.3716,4.1490340238856245
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,51496.35,,0.896,3.7607,2.819,2.819,0.8960000000000001,3,1.8,-0.05,20.08,0.896,10.849285629017226,0.8028160000000001,4.249563696763504
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,8027.46,1.225,,9.251,7.655,7.655,1.225,12,1.8,0.21,19.91,1.225,8.990748007726596,1.5006250000000003,4.0317494055281
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,169417.58,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,12.040127736413408,1.517824,4.082014241967039
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,17829.42,1.281,,6.7012,5.223,5.223,1.281,12,1.8,0.21,19.91,1.281,9.788661266384576,1.640961,4.0317494055281
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,124722.92,,0.849,3.7807,2.885,2.885,0.849,3,1.8,-0.05,20.08,0.849,11.733857933641838,0.7208009999999999,4.249563696763504
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14438609.42,,0.998,2.5246,1.506,1.506,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.485416455496487,0.996004,4.1490340238856245
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2218.54,1.421,,19.1498,16.229,16.229,1.421,12,1.8,-0.05,20.08,1.421,7.7050552461887385,2.019241,4.249563696763504
2010,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23942.61,1.54,,7.1924,5.426,5.426,1.54,12,1.8,0.07,20.21,1.54,10.083456761394539,2.3716,4.1490340238856245
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14955478.46,,1.042,2.3293,1.269,1.269,1.042,3,1.8,0.07,20.21,1.042,16.52058830971281,1.0857640000000002,4.1490340238856245
2010,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31176.78,1.54,,7.1924,5.426,5.426,1.54,12,1.8,0.07,20.21,1.54,10.347460940590112,2.3716,4.1490340238856245
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,362542.44,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,12.800899580580047,1.517824,4.082014241967039
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,246439.65,1.225,,2.4512,1.199,1.199,1.225,12,1.8,0.21,19.91,1.225,12.414876472683867,1.5006250000000003,4.0317494055281
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,102007.46,,0.88,3.7754,2.849,2.849,0.88,3,1.8,-0.05,20.08,0.88,11.53281103000345,0.7744,4.249563696763504
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,21776.03,1.421,,7.107,5.464,5.464,1.421,12,1.8,-0.05,20.08,1.421,9.988611023552222,2.019241,4.249563696763504
2010,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12386.46,1.526,,6.9232,5.187,5.187,1.526,12,1.8,0.07,20.21,1.526,9.424439949571475,2.328676,4.1490340238856245
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,384663.46,1.373,,2.4589,1.059,1.059,1.373,12,1.8,-0.05,20.08,1.373,12.86012670079716,1.885129,4.249563696763504
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12268.64,1.225,,9.251,7.655,7.655,1.225,12,1.8,0.21,19.91,1.225,9.414883197421235,1.5006250000000003,4.0317494055281
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18229.47,1.421,,7.107,5.464,5.464,1.421,12,1.8,-0.05,20.08,1.421,9.81084964901892,2.019241,4.249563696763504
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29332.02,1.421,,7.107,5.464,5.464,1.421,12,1.8,-0.05,20.08,1.421,10.286469122917001,2.019241,4.249563696763504
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11141.83,1.281,,6.7012,5.223,5.223,1.281,12,1.8,0.21,19.91,1.281,9.318551520716012,1.640961,4.0317494055281
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4454318.72,,0.998,2.5246,1.506,1.506,0.9979999999999999,3,1.8,0.07,20.21,0.998,15.309384906890463,0.996004,4.1490340238856245
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14056862.73,,0.728,2.3818,1.635,1.635,0.728,3,1.8,0.21,19.91,0.728,16.458621356164333,0.529984,4.0317494055281
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2778691.49,,0.849,2.3514,1.484,1.484,0.849,3,1.8,-0.05,20.08,0.849,14.837491047690095,0.7208009999999999,4.249563696763504
2010,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23220.21,1.495,,7.1152,5.398,5.398,1.495,12,1.8,0.07,20.21,1.495,10.052821364143975,2.2350250000000003,4.1490340238856245
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,6184.15,1.225,,9.251,7.655,7.655,1.225,12,1.8,0.21,19.91,1.225,8.729906536755628,1.5006250000000003,4.0317494055281
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3676.65,1.495,,19.316,16.296,16.296,1.495,12,1.8,0.07,20.21,1.495,8.210029240222958,2.2350250000000003,4.1490340238856245
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,355914.3,1.281,,2.3586,1.052,1.052,1.281,12,1.8,0.21,19.91,1.281,12.782448060178078,1.640961,4.0317494055281
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14476564.48,,0.998,2.5246,1.506,1.506,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.48804172617997,0.996004,4.1490340238856245
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,127131.98,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,11.752988904242084,1.517824,4.082014241967039
2010,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,8490.49,1.232,,10.1531,8.477,8.477,1.232,12,1.8,0.15,19.29,1.232,9.046819764495895,1.517824,4.082014241967039
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,21993.61,,0.998,3.9299,2.882,2.882,0.9979999999999999,3,1.8,0.07,20.21,0.998,9.99855270232305,0.996004,4.1490340238856245
2010,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18781.95,1.495,,7.1152,5.398,5.398,1.495,12,1.8,0.07,20.21,1.495,9.840704822428298,2.2350250000000003,4.1490340238856245
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3536.42,1.54,,19.3392,16.271,16.271,1.54,12,1.8,0.07,20.21,1.54,8.171152926854784,2.3716,4.1490340238856245
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),10781168.47,,0.728,2.3818,1.635,1.635,0.728,3,1.8,0.21,19.91,0.728,16.193311602718737,0.529984,4.0317494055281
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25875.23,1.421,,7.107,5.464,5.464,1.421,12,1.8,-0.05,20.08,1.421,10.161080065669744,2.019241,4.249563696763504
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,376068.34,1.421,,2.5534,1.103,1.103,1.421,12,1.8,-0.05,20.08,1.421,12.837528820263312,2.019241,4.249563696763504
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,110421.88,,0.896,3.7607,2.819,2.819,0.8960000000000001,3,1.8,-0.05,20.08,0.896,11.61207263772938,0.8028160000000001,4.249563696763504
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),5520965.88,,0.849,2.3514,1.484,1.484,0.849,3,1.8,-0.05,20.08,0.849,15.524063562334948,0.7208009999999999,4.249563696763504
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4061961.08,,0.728,2.3818,1.635,1.635,0.728,3,1.8,0.21,19.91,0.728,15.217176685776087,0.529984,4.0317494055281
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12744.66,1.249,,9.302,7.678,7.678,1.249,12,1.8,0.21,19.91,1.249,9.45294610048315,1.5600010000000002,4.0317494055281
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,252357.98,1.495,,2.636,1.11,1.11,1.495,12,1.8,0.07,20.21,1.495,12.438607876631595,2.2350250000000003,4.1490340238856245
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2148512.14,,0.728,2.3818,1.635,1.635,0.728,3,1.8,0.21,19.91,0.728,14.580286598073295,0.529984,4.0317494055281
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,333784.86,1.225,,2.4512,1.199,1.199,1.225,12,1.8,0.21,19.91,1.225,12.718254928617606,1.5006250000000003,4.0317494055281
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,150623.89,1.232,,2.5166,1.256,1.256,1.232,12,1.8,0.15,19.29,1.232,11.922547852936333,1.517824,4.082014241967039
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14426417.25,,1.042,2.3293,1.269,1.269,1.042,3,1.8,0.07,20.21,1.042,16.484571684416267,1.0857640000000002,4.1490340238856245
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3523574.13,,1.042,2.3293,1.269,1.269,1.042,3,1.8,0.07,20.21,1.042,15.074986694070494,1.0857640000000002,4.1490340238856245
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,99059.08,1.281,,2.3586,1.052,1.052,1.281,12,1.8,0.21,19.91,1.281,11.503481813733261,1.640961,4.0317494055281
2010,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,30265.11,1.54,,7.1924,5.426,5.426,1.54,12,1.8,0.07,20.21,1.54,10.317783883681654,2.3716,4.1490340238856245
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3933.31,1.495,,19.316,16.296,16.296,1.495,12,1.8,0.07,20.21,1.495,8.277490796047786,2.2350250000000003,4.1490340238856245
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3064691.39,,0.728,2.3818,1.635,1.635,0.728,3,1.8,0.21,19.91,0.728,14.935457760162487,0.529984,4.0317494055281
