year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct,spread_pct_real,ref_pct,m_freq,inflation_rate,gdp_growth,unemployment_rate,euribor_ref_pct,log_importe,euribor_sq,tedr_pred_pct,spread_pred
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,96706.78,,1.042,3.9707,2.877,0.0,1.042,3,1.8,0.07,20.21,1.042,11.479449133220566,1.0857640000000002,4.1490340238856245,0.0
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12453427.97,,0.998,2.5246,1.506,0.0,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.337506562231173,0.996004,4.1490340238856245,0.0
2010,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10078.81,1.215,,9.1616,7.583,0.0,1.215,12,1.8,0.15,19.29,1.215,9.218289692241362,1.4762250000000001,4.082014241967039,0.0
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,17672.66,1.225,,9.7351,8.101,0.0,1.225,12,1.8,0.15,19.29,1.225,9.779830674595186,1.5006250000000003,4.082014241967039,0.0
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1122.93,1.526,,19.3205,16.269,0.0,1.526,12,1.8,0.07,20.21,1.526,7.024586750934236,2.328676,4.1490340238856245,0.0
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,124164.71,1.54,,2.6568,1.085,0.0,1.54,12,1.8,0.07,20.21,1.54,11.729372323405974,2.3716,4.1490340238856245,0.0
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14540777.93,,0.998,2.5246,1.506,0.0,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.492467600161568,0.996004,4.1490340238856245,0.0
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,376078.05,1.249,,2.4174,1.142,0.0,1.249,12,1.8,0.21,19.91,1.249,12.837554639636537,1.5600010000000002,4.0317494055281,0.0
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,265100.08,1.54,,2.6568,1.085,0.0,1.54,12,1.8,0.07,20.21,1.54,12.487866466203183,2.3716,4.1490340238856245,0.0
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,274000.01,1.281,,2.3586,1.052,0.0,1.281,12,1.8,0.21,19.91,1.281,12.520887071494801,1.640961,4.0317494055281,0.0
2010,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27654.22,1.526,,6.9232,5.187,0.0,1.526,12,1.8,0.07,20.21,1.526,10.227569777558951,2.328676,4.1490340238856245,0.0
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8455277.91,,0.728,2.3818,1.635,0.0,0.728,3,1.8,0.21,19.91,0.728,15.950301527352051,0.529984,4.0317494055281,0.0
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,141253.02,,0.849,3.7807,2.885,0.0,0.849,3,1.8,-0.05,20.08,0.849,11.858315108780696,0.7208009999999999,4.249563696763504,0.0
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),7140647.07,,0.849,2.3514,1.484,0.0,0.849,3,1.8,-0.05,20.08,0.849,15.781314096303216,0.7208009999999999,4.249563696763504,0.0
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,386753.06,1.373,,2.4589,1.059,0.0,1.373,12,1.8,-0.05,20.08,1.373,12.865544266117768,1.885129,4.249563696763504,0.0
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3826.84,1.526,,19.3205,16.269,0.0,1.526,12,1.8,0.07,20.21,1.526,8.250055954416137,2.328676,4.1490340238856245,0.0
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5272.2,1.42,,19.2937,16.352,0.0,1.42,12,1.8,-0.05,20.08,1.42,8.570392667883814,2.0164,4.249563696763504,0.0
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,19402.19,1.373,,6.9217,5.338,0.0,1.373,12,1.8,-0.05,20.08,1.373,9.873192764523488,1.885129,4.249563696763504,0.0
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13771608.35,,0.849,2.3514,1.484,0.0,0.849,3,1.8,-0.05,20.08,0.849,16.43811973751399,0.7208009999999999,4.249563696763504,0.0
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11156.51,1.281,,6.7012,5.223,0.0,1.281,12,1.8,0.21,19.91,1.281,9.319868092761146,1.640961,4.0317494055281,0.0
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4400.49,1.373,,19.0675,16.207,0.0,1.373,12,1.8,-0.05,20.08,1.373,8.389698398945637,1.885129,4.249563696763504,0.0
2010,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29626.22,1.526,,6.9232,5.187,0.0,1.526,12,1.8,0.07,20.21,1.526,10.296448812338678,2.328676,4.1490340238856245,0.0
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28266.34,1.421,,7.107,5.464,0.0,1.421,12,1.8,-0.05,20.08,1.421,10.249462353582892,2.019241,4.249563696763504,0.0
2010,9,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),11944473.25,,0.88,2.2169,1.321,0.0,0.88,3,1.8,-0.05,20.08,0.88,16.295779323541495,0.7744,4.249563696763504,0.0
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3251.93,1.495,,19.316,16.296,0.0,1.495,12,1.8,0.07,20.21,1.495,8.087311407643606,2.2350250000000003,4.1490340238856245,0.0
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2748.16,1.421,,19.1498,16.229,0.0,1.421,12,1.8,-0.05,20.08,1.421,7.919050689454421,2.019241,4.249563696763504,0.0
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,258105.49,1.495,,2.636,1.11,0.0,1.495,12,1.8,0.07,20.21,1.495,12.46112753068309,2.2350250000000003,4.1490340238856245,0.0
2010,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,21215.26,1.215,,9.1616,7.583,0.0,1.215,12,1.8,0.15,19.29,1.215,9.962523147812458,1.4762250000000001,4.082014241967039,0.0
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,136476.09,,0.998,3.9299,2.882,0.0,0.9979999999999999,3,1.8,0.07,20.21,0.998,11.8239120406928,0.996004,4.1490340238856245,0.0
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3063.87,1.281,,19.1504,16.369,0.0,1.281,12,1.8,0.21,19.91,1.281,8.02776043311517,1.640961,4.0317494055281,0.0
2010,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3007131.48,,1.022,2.5807,1.537,0.0,1.022,3,1.8,0.07,20.21,1.022,14.916497518200043,1.044484,4.1490340238856245,0.0
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,275605.78,1.249,,2.4174,1.142,0.0,1.249,12,1.8,0.21,19.91,1.249,12.526730418689871,1.5600010000000002,4.0317494055281,0.0
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1360.09,1.54,,19.3392,16.271,0.0,1.54,12,1.8,0.07,20.21,1.54,7.216041128312288,2.3716,4.1490340238856245,0.0
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,225907.56,1.42,,2.606,1.155,0.0,1.42,12,1.8,-0.05,20.08,1.42,12.32788559461113,2.0164,4.249563696763504,0.0
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,130163.02,1.54,,2.6568,1.085,0.0,1.54,12,1.8,0.07,20.21,1.54,11.776550626480521,2.3716,4.1490340238856245,0.0
2010,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2813445.09,,1.022,2.5807,1.537,0.0,1.022,3,1.8,0.07,20.21,1.022,14.849920656484759,1.044484,4.1490340238856245,0.0
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,381077.9,1.495,,2.636,1.11,0.0,1.495,12,1.8,0.07,20.21,1.495,12.850761719283538,2.2350250000000003,4.1490340238856245,0.0
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12395435.87,,1.042,2.3293,1.269,0.0,1.042,3,1.8,0.07,20.21,1.042,16.33283896849389,1.0857640000000002,4.1490340238856245,0.0
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9384136.66,,0.998,2.5246,1.506,0.0,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.054531338858318,0.996004,4.1490340238856245,0.0
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,106328.06,,1.042,3.9707,2.877,0.0,1.042,3,1.8,0.07,20.21,1.042,11.574293904203534,1.0857640000000002,4.1490340238856245,0.0
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9515558.38,,1.042,2.3293,1.269,0.0,1.042,3,1.8,0.07,20.21,1.042,16.06843884626445,1.0857640000000002,4.1490340238856245,0.0
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12141.38,1.225,,9.7351,8.101,0.0,1.225,12,1.8,0.15,19.29,1.225,9.404457091527458,1.5006250000000003,4.082014241967039,0.0
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,314129.63,1.42,,2.606,1.155,0.0,1.42,12,1.8,-0.05,20.08,1.42,12.657564197486714,2.0164,4.249563696763504,0.0
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25904.07,1.421,,7.107,5.464,0.0,1.421,12,1.8,-0.05,20.08,1.421,10.162193981426284,2.019241,4.249563696763504,0.0
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9623296.4,,0.998,2.5246,1.506,0.0,0.9979999999999999,3,1.8,0.07,20.21,0.998,16.079697528984127,0.996004,4.1490340238856245,0.0
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10177.54,1.249,,9.302,7.678,0.0,1.249,12,1.8,0.21,19.91,1.249,9.22803686135152,1.5600010000000002,4.0317494055281,0.0
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25983.59,1.225,,9.251,7.655,0.0,1.225,12,1.8,0.21,19.91,1.225,10.165258948984409,1.5006250000000003,4.0317494055281,0.0
2010,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),9273821.03,,1.022,2.5807,1.537,0.0,1.022,3,1.8,0.07,20.21,1.022,16.042706153540223,1.044484,4.1490340238856245,0.0
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,92610.63,,0.896,3.7607,2.819,0.0,0.8960000000000001,3,1.8,-0.05,20.08,0.896,11.436170006700495,0.8028160000000001,4.249563696763504,0.0
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,42624.0,,1.022,3.9614,2.888,0.0,1.022,3,1.8,0.07,20.21,1.022,10.660196214585818,1.044484,4.1490340238856245,0.0
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,98710.48,,1.042,3.9707,2.877,0.0,1.042,3,1.8,0.07,20.21,1.042,11.499956530714588,1.0857640000000002,4.1490340238856245,0.0
2010,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,317835.8,1.215,,2.511,1.268,0.0,1.215,12,1.8,0.15,19.29,1.215,12.669293322479076,1.4762250000000001,4.082014241967039,0.0
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1325.81,1.281,,19.1504,16.369,0.0,1.281,12,1.8,0.21,19.91,1.281,7.190532843975457,1.640961,4.0317494055281,0.0
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,140494.74,1.526,,2.6032,1.047,0.0,1.526,12,1.8,0.07,20.21,1.526,11.85293244701157,2.328676,4.1490340238856245,0.0
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,242570.26,1.495,,2.636,1.11,0.0,1.495,12,1.8,0.07,20.21,1.495,12.399050801862657,2.2350250000000003,4.1490340238856245,0.0
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,31411.41,,1.042,3.9707,2.877,0.0,1.042,3,1.8,0.07,20.21,1.042,10.35495831674627,1.0857640000000002,4.1490340238856245,0.0
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2989.82,1.373,,19.0675,16.207,0.0,1.373,12,1.8,-0.05,20.08,1.373,8.003302876277402,1.885129,4.249563696763504,0.0
2010,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11107.18,1.225,,9.251,7.655,0.0,1.225,12,1.8,0.21,19.91,1.225,9.315437052832669,1.5006250000000003,4.0317494055281,0.0
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,135336.21,1.281,,2.3586,1.052,0.0,1.281,12,1.8,0.21,19.91,1.281,11.815524794825688,1.640961,4.0317494055281,0.0
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1963.82,1.495,,19.316,16.296,0.0,1.495,12,1.8,0.07,20.21,1.495,7.5831559170541105,2.2350250000000003,4.1490340238856245,0.0
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2434.42,1.373,,19.0675,16.207,0.0,1.373,12,1.8,-0.05,20.08,1.373,7.797874505242521,1.885129,4.249563696763504,0.0
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,24591.25,1.421,,7.107,5.464,0.0,1.421,12,1.8,-0.05,20.08,1.421,10.110186631634317,2.019241,4.249563696763504,0.0
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,132555.43,1.249,,2.4174,1.142,0.0,1.249,12,1.8,0.21,19.91,1.249,11.794763720536828,1.5600010000000002,4.0317494055281,0.0
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,20306.77,1.281,,6.7012,5.223,0.0,1.281,12,1.8,0.21,19.91,1.281,9.918758850417174,1.640961,4.0317494055281,0.0
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,144417.56,,0.849,3.7807,2.885,0.0,0.849,3,1.8,-0.05,20.08,0.849,11.880471029037308,0.7208009999999999,4.249563696763504,0.0
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,83460.74,,0.896,3.7607,2.819,0.0,0.8960000000000001,3,1.8,-0.05,20.08,0.896,11.332143602238789,0.8028160000000001,4.249563696763504,0.0
2010,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,330284.39,1.225,,2.5823,1.327,0.0,1.225,12,1.8,0.15,19.29,1.225,12.7077123778847,1.5006250000000003,4.082014241967039,0.0
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1839.73,1.281,,19.1504,16.369,0.0,1.281,12,1.8,0.21,19.91,1.281,7.517917511053307,1.640961,4.0317494055281,0.0
2010,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,86761.3,,0.728,3.6476,2.876,0.0,0.728,3,1.8,0.21,19.91,0.728,11.370927474501832,0.529984,4.0317494055281,0.0
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2050.95,1.421,,19.1498,16.229,0.0,1.421,12,1.8,-0.05,20.08,1.421,7.626545839522058,2.019241,4.249563696763504,0.0
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,300720.98,1.249,,2.4174,1.142,0.0,1.249,12,1.8,0.21,19.91,1.249,12.613941462414308,1.5600010000000002,4.0317494055281,0.0
2010,9,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),5083704.59,,0.88,2.2169,1.321,0.0,0.88,3,1.8,-0.05,20.08,0.88,15.441551000488012,0.7744,4.249563696763504,0.0
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,41949.09,,0.896,3.7607,2.819,0.0,0.8960000000000001,3,1.8,-0.05,20.08,0.896,10.644235857304254,0.8028160000000001,4.249563696763504,0.0
2010,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,126586.79,,0.728,3.6476,2.876,0.0,0.728,3,1.8,0.21,19.91,0.728,11.748691338543416,0.529984,4.0317494055281,0.0
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,33598.28,1.225,,9.7351,8.101,0.0,1.225,12,1.8,0.15,19.29,1.225,10.422259917150273,1.5006250000000003,4.082014241967039,0.0
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25965.44,1.225,,9.7351,8.101,0.0,1.225,12,1.8,0.15,19.29,1.225,10.164560214012708,1.5006250000000003,4.082014241967039,0.0
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,168773.92,1.225,,2.4512,1.199,0.0,1.225,12,1.8,0.21,19.91,1.225,12.036321271906107,1.5006250000000003,4.0317494055281,0.0
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,141408.71,1.225,,2.4512,1.199,0.0,1.225,12,1.8,0.21,19.91,1.225,11.859416700525376,1.5006250000000003,4.0317494055281,0.0
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,27396.55,1.249,,9.302,7.678,0.0,1.249,12,1.8,0.21,19.91,1.249,10.218208872319913,1.5600010000000002,4.0317494055281,0.0
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,196985.64,1.373,,2.4589,1.059,0.0,1.373,12,1.8,-0.05,20.08,1.373,12.190891188161547,1.885129,4.249563696763504,0.0
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5593.23,1.54,,19.3392,16.271,0.0,1.54,12,1.8,0.07,20.21,1.54,8.62949098839756,2.3716,4.1490340238856245,0.0
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2783.98,1.526,,19.3205,16.269,0.0,1.526,12,1.8,0.07,20.21,1.526,7.931995971007053,2.328676,4.1490340238856245,0.0
