year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct_real,ref_pct,m_freq,euribor_ref_pct,tiene_euribor_12m,tiene_euribor_3m,spread_pred,tin_pred_dec,tedr_pred_pct
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,222348.9,1.421,,2.5534,1.103,1.421,12,1.421,1,0,0.5255500000000011,0.01946550000000001,1.9640107565877196
2010,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),5029216.58,,1.022,2.5807,1.537,1.022,3,1.022,0,1,1.2021599999999995,0.022241599999999993,2.2406903763140917
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8130688.0,,0.728,2.3818,1.635,0.728,3,0.728,0,1,1.111000000000001,0.01839000000000001,1.8502961046396926
2010,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15687.92,1.42,,7.2314,5.582,1.42,12,1.42,1,0,4.786999999999992,0.06206999999999992,6.386661676698591
2010,9,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3364359.67,,0.88,2.2169,1.321,0.88,3,0.88,0,1,1.1644600000000005,0.020444600000000007,2.0584243721869733
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,282768.18,1.495,,2.636,1.11,1.495,12,1.495,1,0,0.5174300000000008,0.02012430000000001,2.0310960801017464
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1210.35,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,70488.13,,0.998,3.9299,2.882,0.9979999999999999,3,0.998,0,1,1.2085700000000004,0.0220657,2.2228396286295693
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2528.6,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,158872.12,1.421,,2.5534,1.103,1.421,12,1.421,1,0,0.5255500000000011,0.01946550000000001,1.9640107565877196
2010,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,14401.01,1.42,,7.2314,5.582,1.42,12,1.42,1,0,4.786999999999992,0.06206999999999992,6.386661676698591
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,139603.65,,0.896,3.7607,2.819,0.8960000000000001,3,0.896,0,1,1.218499999999999,0.02114499999999999,2.1294387162504647
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,166755.12,1.281,,2.3586,1.052,1.281,12,1.281,1,0,0.5702700000000003,0.0185127,1.8670590609857873
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,317790.98,1.281,,2.3586,1.052,1.281,12,1.281,1,0,0.5702700000000003,0.0185127,1.8670590609857873
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1767.76,1.421,,19.1498,16.229,1.421,12,1.421,1,0,14.909079999999987,0.16330079999999986,17.609502219597296
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,15514.31,1.373,,6.9217,5.338,1.373,12,1.373,1,0,4.634000000000011,0.06007000000000011,6.175176193352039
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,389892.03,1.373,,2.4589,1.059,1.373,12,1.373,1,0,0.5170000000000009,0.018900000000000007,1.906458384023657
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,221801.07,1.526,,2.6032,1.047,1.526,12,1.526,1,0,0.5174300000000008,0.02043430000000001,2.0626772443909758
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),10473943.27,,0.998,2.5246,1.506,0.9979999999999999,3,0.998,0,1,1.1602000000000003,0.021582000000000004,2.1737633223657182
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,320031.66,1.249,,2.4174,1.142,1.249,12,1.249,1,0,0.5970000000000009,0.01846000000000001,1.8616990654399812
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,137498.55,,0.88,3.7754,2.849,0.88,3,0.88,0,1,1.1942399999999995,0.020742399999999994,2.0886146251055004
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,219980.55,1.232,,2.5166,1.256,1.232,12,1.232,1,0,0.5885900000000007,0.018205900000000007,1.8358587682613114
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1390.76,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,310178.89,1.281,,2.3586,1.052,1.281,12,1.281,1,0,0.5702700000000003,0.0185127,1.8670590609857873
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,25911.57,1.421,,7.107,5.464,1.421,12,1.421,1,0,4.786999999999992,0.06207999999999992,6.387720073608194
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,178712.63,1.54,,2.6568,1.085,1.54,12,1.54,1,0,0.5174300000000008,0.02057430000000001,2.0769426425927495
2010,8,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10056.9,1.421,,7.107,5.464,1.421,12,1.421,1,0,4.786999999999992,0.06207999999999992,6.387720073608194
2010,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23806.55,1.215,,9.1616,7.583,1.215,12,1.215,1,0,4.675999999999995,0.05890999999999995,6.052691262842469
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,77186.52,,0.896,3.7607,2.819,0.8960000000000001,3,0.896,0,1,1.2208099999999988,0.02116809999999999,2.1317814122213896
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,379325.78,1.249,,2.4174,1.142,1.249,12,1.249,1,0,0.5967800000000009,0.01845780000000001,1.8614753141316775
2010,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,129719.87,,0.728,3.6476,2.876,0.728,3,0.728,0,1,1.2462399999999982,0.019742399999999983,1.987260578015615
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4623.46,1.421,,19.1498,16.229,1.421,12,1.421,1,0,14.909079999999987,0.16330079999999986,17.609502219597296
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,232276.85,1.54,,2.6568,1.085,1.54,12,1.54,1,0,0.5174300000000008,0.02057430000000001,2.0769426425927495
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,163989.77,1.225,,2.4512,1.199,1.225,12,1.225,1,0,0.5893000000000008,0.01814300000000001,1.8294631802459493
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,130980.22,,1.042,3.9707,2.877,1.042,3,1.042,0,1,1.2173100000000006,0.022593100000000005,2.2763676522777443
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4536.74,1.42,,19.2937,16.352,1.42,12,1.42,1,0,14.909079999999987,0.16329079999999985,17.608341919717873
2010,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6701418.5,,0.728,2.3818,1.635,0.728,3,0.728,0,1,1.111000000000001,0.01839000000000001,1.8502961046396926
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12409209.02,,0.849,2.3514,1.484,0.849,3,0.849,0,1,1.185159999999999,0.02034159999999999,2.047983863616043
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4365.54,1.495,,19.316,16.296,1.495,12,1.495,1,0,14.909079999999987,0.16404079999999985,17.69539353548797
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,27207.55,,1.022,3.9614,2.888,1.022,3,1.022,0,1,1.1609799999999995,0.021829799999999996,2.198903201070057
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,304392.96,1.495,,2.636,1.11,1.495,12,1.495,1,0,0.5174300000000008,0.02012430000000001,2.0310960801017464
2010,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1910449.53,,0.896,2.3326,1.419,0.8960000000000001,3,0.896,0,1,1.1671100000000003,0.020631100000000006,2.0773306001980574
2010,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,142965.09,,1.042,3.9707,2.877,1.042,3,1.042,0,1,1.2167600000000005,0.022587600000000006,2.275809337962942
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5912.27,1.526,,19.3205,16.269,1.526,12,1.526,1,0,14.909079999999987,0.16435079999999985,17.73139211896433
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,11777.34,1.281,,6.7012,5.223,1.281,12,1.281,1,0,4.61420000000001,0.0589520000000001,6.057123801131792
2010,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12373.53,1.526,,6.9232,5.187,1.526,12,1.526,1,0,4.0432,0.055692,5.713578913085771
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,113718.39,,0.998,3.9299,2.882,0.9979999999999999,3,0.998,0,1,1.2082500000000003,0.022062500000000002,2.2225149043122894
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,68660.54,,0.849,3.7807,2.885,0.849,3,0.849,0,1,1.2339999999999998,0.020829999999999994,2.097496437058455
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,22590.83,,0.849,3.7807,2.885,0.849,3,0.849,0,1,1.2339999999999998,0.020829999999999994,2.097496437058455
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,128064.51,,0.88,3.7754,2.849,0.88,3,0.88,0,1,1.1953699999999996,0.020753699999999996,2.0897603093525063
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,138787.19,,0.88,3.7754,2.849,0.88,3,0.88,0,1,1.1942399999999995,0.020742399999999994,2.0886146251055004
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8484346.81,,0.998,2.5246,1.506,0.9979999999999999,3,0.998,0,1,1.1602000000000003,0.021582000000000004,2.1737633223657182
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,22135.82,1.373,,6.9217,5.338,1.373,12,1.373,1,0,4.634000000000011,0.06007000000000011,6.175176193352039
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3735.12,1.495,,19.316,16.296,1.495,12,1.495,1,0,14.909079999999987,0.16404079999999985,17.69539353548797
2010,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28673.11,1.281,,6.7012,5.223,1.281,12,1.281,1,0,4.61420000000001,0.0589520000000001,6.057123801131792
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8241231.85,,0.849,2.3514,1.484,0.849,3,0.849,0,1,1.1810399999999992,0.02030039999999999,2.0438078595665266
2010,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,138281.45,1.526,,2.6032,1.047,1.526,12,1.526,1,0,0.5174300000000008,0.02043430000000001,2.0626772443909758
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5199.95,1.54,,19.3392,16.271,1.54,12,1.54,1,0,14.909079999999987,0.16449079999999985,17.74765285186013
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,74390.6,,0.998,3.9299,2.882,0.9979999999999999,3,0.998,0,1,1.2092900000000002,0.0220729,2.22357026085791
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12453955.44,,1.042,2.3293,1.269,1.042,3,1.042,0,1,1.2007199999999996,0.022427199999999994,2.259527755984858
2010,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,137431.74,1.215,,2.511,1.268,1.215,12,1.215,1,0,0.5893000000000008,0.01804300000000001,1.81929607174951
2010,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,163584.95,1.215,,2.511,1.268,1.215,12,1.215,1,0,0.5893000000000008,0.01804300000000001,1.81929607174951
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3906879.38,,0.849,2.3514,1.484,0.849,3,0.849,0,1,1.1810399999999992,0.02030039999999999,2.0438078595665266
2010,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,5084.28,1.526,,6.9232,5.187,1.526,12,1.526,1,0,5.890150000000001,0.0741615,7.673495919581241
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,241296.18,1.42,,2.606,1.155,1.42,12,1.42,1,0,0.5178800000000009,0.01937880000000001,1.9551851438157186
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,141554.9,1.421,,2.5534,1.103,1.421,12,1.421,1,0,0.5255500000000011,0.01946550000000001,1.9640107565877196
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,63068.58,,0.849,3.7807,2.885,0.849,3,0.849,0,1,1.2339999999999998,0.020829999999999994,2.097496437058455
2010,9,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,32250.57,1.42,,7.2314,5.582,1.42,12,1.42,1,0,4.786999999999992,0.06206999999999992,6.386661676698591
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,142291.18,,1.022,3.9614,2.888,1.022,3,1.022,0,1,1.1729799999999997,0.0219498,2.2110789583561274
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,391163.25,1.42,,2.606,1.155,1.42,12,1.42,1,0,0.5178800000000009,0.01937880000000001,1.9551851438157186
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3430255.76,,1.042,2.3293,1.269,1.042,3,1.042,0,1,1.2007199999999996,0.022427199999999994,2.259527755984858
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,18143.12,1.373,,6.9217,5.338,1.373,12,1.373,1,0,4.634000000000011,0.06007000000000011,6.175176193352039
2010,10,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),11017848.87,,0.998,2.5246,1.506,0.9979999999999999,3,0.998,0,1,1.1602000000000003,0.021582000000000004,2.1737633223657182
2010,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28411.55,1.495,,7.1152,5.398,1.495,12,1.495,1,0,4.786999999999992,0.06281999999999992,6.466068234861289
2010,7,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,119712.23,,0.849,3.7807,2.885,0.849,3,0.849,0,1,1.2331199999999998,0.020821199999999998,2.0966041769663546
2010,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29250.59,1.232,,10.1531,8.477,1.232,12,1.232,1,0,4.675999999999995,0.059079999999999945,6.070633536703829
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2292.26,1.421,,19.1498,16.229,1.421,12,1.421,1,0,14.909079999999987,0.16330079999999986,17.609502219597296
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),12902899.42,,0.849,2.3514,1.484,0.849,3,0.849,0,1,1.1830999999999992,0.020320999999999992,2.045895847350132
2010,9,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,140513.43,,0.88,3.7754,2.849,0.88,3,0.88,0,1,1.1934299999999995,0.020734299999999997,2.087793387689363
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2512.84,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,136156.59,,0.998,3.9299,2.882,0.9979999999999999,3,0.998,0,1,1.2084000000000001,0.022064,2.2226671187503433
2010,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1249126.78,,1.042,2.3293,1.269,1.042,3,1.042,0,1,1.1961599999999997,0.022381599999999995,2.2548993922838045
2010,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,352261.12,1.225,,2.4512,1.199,1.225,12,1.225,1,0,0.5886400000000007,0.018136400000000007,1.8287921224024561
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,126872.26,,1.022,3.9614,2.888,1.022,3,1.022,0,1,1.1624599999999994,0.021844599999999992,2.2004048255249486
2010,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,112822.52,,0.896,3.7607,2.819,0.8960000000000001,3,0.896,0,1,1.220309999999999,0.02116309999999999,2.131274332133448
2010,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5517.34,1.42,,19.2937,16.352,1.42,12,1.42,1,0,14.909079999999987,0.16329079999999985,17.608341919717873
2010,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,227781.76,1.232,,2.5166,1.256,1.232,12,1.232,1,0,0.5885900000000007,0.018205900000000007,1.8358587682613114
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23891.95,1.373,,6.9217,5.338,1.373,12,1.373,1,0,4.634000000000011,0.06007000000000011,6.175176193352039
2010,2,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,19409.66,1.225,,9.7351,8.101,1.225,12,1.225,1,0,4.675999999999995,0.05900999999999995,6.063245204623002
2010,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,254933.83,1.54,,2.6568,1.085,1.54,12,1.54,1,0,0.5174300000000008,0.02057430000000001,2.0769426425927495
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,118317.01,1.281,,2.3586,1.052,1.281,12,1.281,1,0,0.5702700000000003,0.0185127,1.8670590609857873
2010,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1500.03,1.421,,19.1498,16.229,1.421,12,1.421,1,0,14.909079999999987,0.16330079999999986,17.609502219597296
2010,5,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,320823.12,1.249,,2.4174,1.142,1.249,12,1.249,1,0,0.5970000000000009,0.01846000000000001,1.8616990654399812
2010,5,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,8267.22,1.249,,9.302,7.678,1.249,12,1.249,1,0,4.673999999999993,0.059229999999999935,6.086467265548823
2010,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1190784.76,,0.849,2.3514,1.484,0.849,3,0.849,0,1,1.1820099999999996,0.020310099999999994,2.0447910347319853
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,1847.66,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,31643.37,1.373,,6.9217,5.338,1.373,12,1.373,1,0,4.634000000000011,0.06007000000000011,6.175176193352039
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,124045.82,1.495,,2.636,1.11,1.495,12,1.495,1,0,0.5174300000000008,0.02012430000000001,2.0310960801017464
2010,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2541.76,1.373,,19.0675,16.207,1.373,12,1.373,1,0,14.934999999999967,0.16307999999999967,17.583885240150487
2010,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,75642.09,,0.998,3.9299,2.882,0.9979999999999999,3,0.998,0,1,1.2092900000000002,0.0220729,2.22357026085791
2010,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,105901.46,,1.022,3.9614,2.888,1.022,3,1.022,0,1,1.1603099999999993,0.02182309999999999,2.198223416457501
2010,6,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3583.61,1.281,,19.1504,16.369,1.281,12,1.281,1,0,14.926809999999968,0.16207809999999967,17.46771012298989
2010,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,4701.86,1.495,,19.316,16.296,1.495,12,1.495,1,0,14.909079999999987,0.16404079999999985,17.69539353548797
