year,contract_month,client_segment_id,customer_type_id,entity_id,family_id,counterpart_id,contract_collateral_type,local_curr_orig_risk_amount,euribor_12m_pct,euribor_3m_pct,tedr_pct,spread_pct,spread_pct_real,ref_pct,m_freq,inflation_rate,gdp_growth,unemployment_rate
2018,6,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,148069.05,,-0.322,2.1647,2.471,2.471,-0.322,3,2.15,3.08,11.5
2018,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,76440.42,,-0.316,2.1353,2.436,2.436,-0.316,3,2.04,2.35,11.77
2018,1,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,75668.32,,-0.328,2.2848,2.596,2.596,-0.328,3,2.0,2.34,10.71
2018,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,29352.85,-0.191,,7.6285,7.565,7.565,-0.191,12,4.87,0.5,12.38
2018,3,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),6642815.33,,-0.328,1.5954,1.915,1.915,-0.328,3,2.17,3.04,9.36
2018,11,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,52377.14,,-0.316,2.1353,2.436,2.436,-0.316,3,1.59,2.96,11.33
2018,12,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),11673723.59,,-0.312,1.5318,1.836,1.836,-0.312,3,1.7,3.62,9.17
2018,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14780324.19,,-0.316,1.7636,2.069,2.069,-0.316,3,1.78,2.62,11.85
2018,12,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,66084.91,,-0.312,2.0499,2.348,2.348,-0.312,3,2.69,2.87,11.18
2018,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,28703.54,-0.189,,7.7186,7.647,7.647,-0.189,12,4.91,0.1,10.2
2018,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,255549.71,-0.191,,1.981,2.154,2.154,-0.191,12,1.49,3.96,12.39
2018,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,9612.2,-0.191,,7.6285,7.565,7.565,-0.191,12,3.94,1.36,11.35
2018,9,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),1478128.73,,-0.319,1.6072,1.918,1.918,-0.319,3,0.96,3.81,10.97
2018,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3544.66,-0.154,,20.2136,18.706,18.706,-0.154,12,11.45,-2.66,12.21
2018,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,150381.51,-0.189,,1.9406,2.113,2.113,-0.189,12,3.0,2.04,9.66
2018,6,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,16097.07,-0.181,,7.1165,7.075,7.075,-0.181,12,4.92,1.45,12.15
2018,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2939.97,-0.147,,19.9963,18.515,18.515,-0.147,12,10.81,-2.57,13.42
2018,10,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,361719.35,-0.154,,2.0023,2.138,2.138,-0.154,12,2.51,3.04,10.92
2018,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),4264874.36,,-0.321,1.6414,1.954,1.954,-0.321,3,2.29,2.44,8.46
2018,4,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,294490.34,-0.19,,1.9749,2.147,2.147,-0.19,12,1.26,2.57,9.95
2018,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,33112.33,-0.129,,6.9194,6.838,6.838,-0.129,12,4.31,1.22,11.8
2018,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),10194149.11,,-0.328,1.2315,1.554,1.554,-0.328,3,1.46,2.59,9.93
2018,12,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5665.98,-0.129,,19.98,18.483,18.483,-0.129,12,10.59,-3.15,14.88
2018,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,5439.8,-0.166,,20.1976,18.704,18.704,-0.166,12,11.25,-3.44,14.12
2018,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,3903.54,-0.18,,20.5934,19.052,19.052,-0.18,12,11.79,-2.72,13.58
2018,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,24437.05,,-0.319,2.1385,2.442,2.442,-0.319,3,2.94,3.23,11.91
2018,1,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,127870.03,-0.189,,1.9406,2.113,2.113,-0.189,12,2.34,2.71,12.18
2018,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,TARJETA,TARJETA_CLASICA,NINGUNO,2354.66,-0.166,,20.1976,18.704,18.704,-0.166,12,11.03,-2.81,14.56
2018,1,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,26769.88,-0.189,,7.7186,7.647,7.647,-0.189,12,4.85,0.73,11.83
2018,1,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3894176.83,,-0.328,1.2315,1.554,1.554,-0.328,3,2.16,3.07,10.74
2018,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8453590.68,,-0.316,1.7636,2.069,2.069,-0.316,3,0.89,3.34,9.61
2018,7,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,6076.46,-0.18,,7.3776,7.319,7.319,-0.18,12,5.15,1.31,11.56
2018,7,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,85637.06,-0.18,,1.8915,2.055,2.055,-0.18,12,1.82,2.06,10.91
2018,7,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2896809.07,,-0.321,1.6414,1.954,1.954,-0.321,3,2.88,3.17,8.95
2018,4,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,10403.83,-0.19,,7.8625,7.783,7.783,-0.19,12,4.54,1.02,9.38
2018,9,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,342004.58,-0.166,,1.96,2.109,2.109,-0.166,12,1.45,3.11,9.19
2018,2,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,85945.59,-0.191,,1.9645,2.138,2.138,-0.191,12,1.71,3.05,9.99
2018,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3233952.53,,-0.322,1.6726,1.985,1.985,-0.322,3,1.28,2.54,10.09
2018,4,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,89479.22,,-0.328,2.1797,2.492,2.492,-0.328,3,1.56,3.42,8.85
2018,11,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,12571.33,-0.147,,6.7517,6.698,6.698,-0.147,12,4.22,2.22,12.5
2018,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,144234.2,-0.169,,2.0291,2.179,2.179,-0.169,12,1.2,3.41,10.62
2018,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),2226055.59,,-0.316,1.7636,2.069,2.069,-0.316,3,2.88,2.31,10.91
2018,8,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,80463.56,-0.169,,2.0291,2.179,2.179,-0.169,12,1.15,3.34,10.04
2018,8,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),3482252.07,,-0.319,1.5215,1.833,1.833,-0.319,3,1.55,3.46,11.13
2018,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,137255.32,-0.147,,2.0276,2.156,2.156,-0.147,12,1.59,3.06,11.6
2018,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,305888.9,-0.147,,2.0276,2.156,2.156,-0.147,12,1.66,2.55,9.77
2018,10,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,70308.07,,-0.318,2.1079,2.411,2.411,-0.318,3,2.02,2.23,8.75
2018,10,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,22008.08,-0.154,,7.5843,7.487,7.487,-0.154,12,4.54,1.48,11.23
2018,12,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,23752.78,-0.129,,6.9194,6.838,6.838,-0.129,12,4.78,2.42,10.87
2018,6,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),14467828.0,,-0.322,1.6726,1.985,1.985,-0.322,3,1.53,3.87,12.32
2018,4,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),8493015.32,,-0.328,1.6468,1.966,1.966,-0.328,3,0.55,1.97,8.74
2018,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,173264.0,-0.147,,2.0276,2.156,2.156,-0.147,12,2.51,3.5,11.94
2018,3,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_VARIABLE,INMUEBLES,111235.03,-0.191,,1.981,2.154,2.154,-0.191,12,1.72,3.83,10.33
2018,3,PARTICULARES,PERSONA F,FINANCIERA DE CONSUMO,PRESTAMOS,PRESTAMO_PERSONAL,PERSONAL,7457.82,-0.191,,7.6285,7.565,7.565,-0.191,12,5.18,0.87,12.46
2018,11,CORPORATIVO,JU,BANCA E INVERSION/MAYORISTA,SINDICA,PRESTAMO SINDICADO,MOBILIARIA(ACCIONES/FONDO),13035096.69,,-0.316,1.7636,2.069,2.069,-0.316,3,2.0,2.42,9.63
2018,11,PARTICULARES,PERSONA F,BANCO COMERCIAL,HIPOTECAS,TIPO_FIJO,INMUEBLES,364295.79,-0.147,,2.0276,2.156,2.156,-0.147,12,1.71,2.26,12.47
2018,8,PYMES,JU,BANCO COMERCIAL,COMERC,LINEA DE CREDITO,PERSONAL,39409.23,,-0.319,2.1385,2.442,2.442,-0.319,3,2.5,2.6,10.8
